wind_speed_m_per_s,wind_direction_deg,yaw_angles_deg_by_turbine
11.000000,72.500000,"[-9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, -9.880952380952381, -9.880952380952381, 9.880952380952381, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, -9.880952380952381, 9.880952380952385, 0.0]"
11.000000,77.500000,"[9.880952380952385, -9.880952380952381, -7.654761904761904, 0.0, 0.0, 9.880952380952385, -9.880952380952381, -9.880952380952381, 0.0, 0.0, 0.0, 0.0, 18.73214285714286, 0.0, 9.875000000000004, -9.880952380952381, 0.0]"
11.000000,82.500000,"[9.880952380952381, 9.880952380952385, -7.619047619047618, 0.0, -7.952380952380952, 9.880952380952385, 9.880952380952385, -9.880952380952381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.845238095238097, 9.880952380952385, 0.0]"
11.000000,87.500000,"[9.880952380952385, -9.880952380952381, 0.0, 0.0, -9.773809523809524, -9.880952380952381, -9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.928571428571429, -9.880952380952381, 0.0]"
11.000000,92.500000,"[-9.880952380952381, -9.880952380952381, 2.2261904761904763, 0.0, 9.875000000000004, 9.880952380952385, 9.880952380952385, 9.880952380952385, 0.0, 0.0, 0.0, 0.0, -8.571428571428571, 0.0, 0.0, 9.880952380952385, 0.0]"
11.000000,97.500000,"[9.880952380952385, -9.880952380952381, 13.404761904761903, 0.0, -9.880952380952381, -9.880952380952381, 9.880952380952385, -9.880952380952381, 0.0, 0.0, 0.0, 0.0, -9.833333333333334, 0.0, 0.0, -9.880952380952381, 0.0]"
11.000000,102.500000,"[9.880952380952385, 9.880952380952381, 0.0, 0.0, -9.880952380952381, 9.880952380952385, -9.880952380952381, -9.880952380952381, 0.0, -5.7142857142857135, -1.6428571428571435, 0.0, -9.880952380952381, 0.0, 0.0, -9.880952380952381, 0.0]"
11.000000,107.500000,"[-18.5, -18.5, -2.452380952380953, 0.0, -18.5, -18.5, -18.5, -18.5, 0.0, 0.0, 0.0, -3.86904761904762, -18.5, 0.0, -1.8571428571428577, -18.5, 0.0]"
11.000000,112.500000,"[18.5, 18.5, 0.0, 0.0, 18.5, 18.5, 18.5, 9.880952380952385, 0.0, 0.0, 5.714285714285715, 0.0, 18.5, 0.0, 0.0, 18.5, 0.0]"
11.000000,117.500000,"[9.880952380952385, 9.880952380952385, 0.0, -3.589285714285715, -9.880952380952381, 9.75, -9.880952380952381, 9.880952380952381, 0.0, 0.0, 8.797619047619047, 0.0, -9.880952380952381, 0.0, 0.0, 8.571428571428573, 0.0]"
11.000000,122.500000,"[-9.880952380952381, 9.875000000000004, 1.7142857142857146, -5.5476190476190474, -9.880952380952381, -7.392857142857143, 9.880952380952385, 9.880952380952381, 0.0, 7.11904761904762, -4.071428571428573, 0.0, 9.880952380952385, 0.0, 0.0, 0.0, 0.0]"
11.000000,127.500000,"[-9.880952380952381, 9.809523809523812, 0.0, 0.0, -9.880952380952381, -3.696428571428572, -9.880952380952381, 9.880952380952385, 0.0, 8.416666666666666, -1.4285714285714288, 0.0, 9.880952380952385, -3.8928571428571437, 0.0, 0.0, 0.0]"
11.000000,132.500000,"[-18.5, -7.345238095238096, -4.000000000000001, 0.0, -9.880952380952381, 0.0, -9.880952380952381, 9.875000000000004, -9.083333333333332, 0.0, -20.0, 0.0, -9.880952380952381, -4.767857142857142, 0.0, 1.2678571428571432, 0.0]"
11.000000,137.500000,"[-20.0, 0.0, -3.4285714285714293, 0.0, -20.0, -17.142857142857142, -20.0, 9.839285714285715, -9.839285714285715, 0.0, 20.0, -6.523809523809524, -20.0, -5.952380952380952, 0.0, 0.0, 0.0]"
11.000000,142.500000,"[20.0, 4.428571428571429, 0.0, 0.0, 20.0, 16.46428571428572, 20.0, -7.0, -9.880952380952381, 20.0, 0.0, 0.0, 20.0, -3.595238095238096, 0.0, 0.0, 0.0]"
11.000000,147.500000,"[20.0, 0.0, -6.928571428571429, 0.0, 20.0, 10.089285714285715, 20.0, 0.0, -9.880952380952381, -20.0, -20.0, 0.0, 20.0, 0.0, 0.0, -13.75, -8.571428571428571]"
11.000000,152.500000,"[18.5, 0.0, -8.142857142857142, 0.0, 18.5, 20.0, 20.0, 0.0, -9.880952380952381, -20.0, -20.0, 0.0, 18.5, 0.0, 0.0, -20.0, -9.809523809523808]"
11.000000,157.500000,"[-20.0, 0.0, 0.0, 0.0, 20.0, 20.0, -9.839285714285715, 0.0, -9.880952380952381, 20.0, 20.0, 0.0, 20.0, 0.0, 0.0, 20.0, -9.875]"
11.000000,162.500000,"[-20.0, -6.785714285714285, 0.0, 0.0, -18.660714285714285, 20.0, 18.64285714285714, 0.0, -18.57142857142857, -18.57142857142857, -18.541666666666664, -7.238095238095237, -18.660714285714285, 0.0, -7.142857142857142, -20.0, -18.57142857142857]"
11.000000,167.500000,"[20.0, -20.0, 0.0, 0.0, 18.5, 20.0, 18.5, 0.0, 18.5, 18.5, 18.5, -9.797619047619046, 18.5, 0.0, -6.988095238095238, 20.0, -20.0]"
11.000000,172.500000,"[18.5, 11.42857142857143, 0.0, -6.642857142857142, 18.5, 18.5, 18.5, 0.0, 18.5, 20.0, 18.5, 18.5, 18.5, 0.0, 0.0, 18.5, 18.5]"
11.000000,177.500000,"[-9.880952380952381, 7.202380952380953, 0.0, -9.511904761904761, -9.880952380952381, 0.0, -9.880952380952381, 0.0, 9.880952380952385, 0.0, 9.880952380952385, -9.226190476190474, -9.880952380952381, 0.0, -2.285714285714286, -5.523809523809524, 5.42857142857143]"
11.000000,182.500000,"[-9.880952380952381, 4.125000000000002, 0.0, -9.464285714285715, 9.880952380952381, 0.0, 9.875000000000004, 0.0, -9.880952380952381, 0.0, -9.880952380952381, -4.053571428571429, 9.880952380952385, 0.0, 0.0, 9.500000000000002, 0.0]"
11.000000,187.500000,"[9.880952380952381, 0.0, 2.500000000000001, -5.166666666666666, 9.880952380952381, 0.0, 9.732142857142858, 0.0, -9.880952380952381, 0.0, -9.880952380952381, 0.0, 9.880952380952385, 0.0, 0.0, 8.440476190476192, -20.0]"
11.000000,192.500000,"[-18.482142857142854, 0.0, 0.0, -17.142857142857142, -18.57142857142857, -18.5, -18.5, -4.803571428571427, -20.0, -18.482142857142854, -19.523809523809522, -13.142857142857142, -18.57142857142857, 0.0, 0.0, -18.5, -12.25]"
11.000000,197.500000,"[-20.0, 3.0178571428571432, 0.0, -17.142857142857142, -20.0, -20.0, -20.0, 0.0, -20.0, -20.0, -20.0, -12.571428571428571, -20.0, 0.0, 0.0, 0.0, -20.0]"
11.000000,202.500000,"[20.0, 0.0, -7.5, 15.261904761904761, 20.0, -9.488095238095239, 20.0, 0.0, 20.0, 20.0, 20.0, 19.39285714285714, 20.0, 0.0, 0.0, 0.0, 20.0]"
11.000000,207.500000,"[20.0, -3.05952380952381, -9.690476190476188, 2.8571428571428577, 20.0, -5.392857142857142, 0.0, 0.0, 20.0, 20.0, 20.0, 18.89285714285714, 20.0, 0.0, 0.0, 0.0, 20.0]"
11.000000,212.500000,"[9.880952380952385, 0.0, 9.607142857142858, 2.8571428571428577, 18.5, 0.0, 0.0, 0.0, 18.5, -7.0, 18.5, 2.0000000000000004, 18.5, 0.0, 0.0, 0.0, 18.5]"
11.000000,217.500000,"[9.880952380952385, 0.0, 6.857142857142858, 1.5000000000000002, -9.880952380952381, 0.0, 0.0, -6.369047619047618, 9.880952380952385, 0.0, -9.875, 5.17857142857143, 9.875000000000004, 0.0, 0.0, 0.0, 8.571428571428573]"
11.000000,222.500000,"[9.880952380952381, 0.0, 2.0000000000000004, 0.0, -9.880952380952381, 0.0, 0.0, -9.095238095238097, -9.880952380952381, 20.0, -9.880952380952381, 7.833333333333334, 9.75, 9.142857142857144, 0.0, -7.976190476190475, -9.625]"
11.000000,227.500000,"[9.875000000000004, 0.0, 0.0, -8.0, 9.880952380952385, 0.0, 0.0, -5.5, 9.880952380952385, -15.875, -9.880952380952381, -9.690476190476188, -6.940476190476191, 9.80357142857143, 0.0, 0.0, -9.869047619047619]"
11.000000,232.500000,"[9.857142857142858, -8.785714285714286, 0.0, -9.714285714285714, -9.880952380952381, -3.9107142857142865, 0.0, 0.0, 9.880952380952385, -20.0, 9.880952380952385, -9.869047619047619, 0.0, -9.875, 0.0, 0.0, -9.880952380952381]"
11.000000,237.500000,"[9.142857142857144, -4.797619047619047, -1.8452380952380958, -9.869047619047619, -9.880952380952381, -8.125, 0.0, 0.0, 9.880952380952385, 0.0, 9.880952380952381, -9.880952380952381, 20.0, -9.880952380952381, 0.0, 0.0, 9.880952380952385]"
11.000000,242.500000,"[0.0, 0.0, 0.0, 9.880952380952385, -9.880952380952381, 0.0, 0.0, 0.0, 9.880952380952385, 4.761904761904763, -9.880952380952381, -9.880952380952381, 13.017857142857146, -9.880952380952381, 0.0, 0.0, -9.880952380952381]"
11.000000,247.500000,"[0.0, 0.0, 0.0, 9.880952380952385, -9.880952380952381, 0.0, 0.0, 0.0, 9.880952380952385, -9.428571428571429, -9.880952380952381, 9.880952380952385, -13.017857142857142, -9.880952380952381, 0.0, -3.023809523809524, -9.880952380952381]"
11.000000,252.500000,"[0.0, 0.0, 0.0, -9.880952380952381, 9.880952380952381, 0.0, -4.345238095238096, 0.0, 9.880952380952385, -9.071428571428571, 9.880952380952385, 9.880952380952385, 0.0, -9.880952380952381, 0.0, 0.0, 9.880952380952385]"
11.000000,257.500000,"[0.0, 0.0, 0.0, -9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 9.880952380952385, 0.0, -9.880952380952381, -9.880952380952381, 0.0, 9.880952380952385, 0.0, 0.0, -9.880952380952381]"
11.000000,262.500000,"[0.0, 0.0, -5.7142857142857135, -9.880952380952381, -9.880952380952381, 0.0, 0.0, 0.0, -9.880952380952381, 0.0, 9.880952380952385, 9.880952380952385, 8.571428571428573, 9.880952380952385, 0.0, 0.0, 9.880952380952385]"
11.000000,267.500000,"[0.0, 0.0, -20.0, -9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 9.880952380952385, 0.0, -9.875, -9.880952380952381, 9.55357142857143, -9.880952380952381, -5.7142857142857135, 0.0, -9.880952380952381]"
11.000000,272.500000,"[0.0, 0.0, 0.0, 9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 9.880952380952385, 0.0, 9.67857142857143, 9.880952380952385, 3.380952380952382, 9.880952380952385, -9.690476190476188, 0.0, -9.880952380952381]"
11.000000,277.500000,"[0.0, 0.0, -2.023809523809524, -9.880952380952381, 9.880952380952385, 0.0, 0.0, 0.0, 9.880952380952385, 0.0, -7.053571428571429, -9.880952380952381, 0.0, 9.880952380952385, -9.875, 0.0, -9.880952380952381]"
11.000000,282.500000,"[0.0, 0.0, 1.4642857142857144, 9.880952380952385, 9.869047619047622, 0.0, -2.285714285714286, 0.0, -9.880952380952381, 0.0, 0.0, 9.880952380952385, 0.0, -9.880952380952381, -9.880952380952381, 0.0, -9.880952380952381]"
11.000000,287.500000,"[0.0, 0.0, -20.0, -18.5, -9.678571428571427, 0.0, -3.9047619047619055, 0.0, -18.5, 0.0, -20.0, -18.5, 0.0, -18.5, -18.5, 0.0, -18.5]"
11.000000,292.500000,"[0.0, -7.892857142857142, 20.0, 18.5, -5.7142857142857135, 0.0, -3.333333333333334, 0.0, 18.5, 3.5357142857142865, 0.0, 18.5, 0.0, 18.5, 9.880952380952385, 0.0, 18.5]"
11.000000,297.500000,"[0.0, -9.690476190476188, 20.0, 9.880952380952385, 0.0, 0.0, 0.0, 0.0, 9.880952380952381, 0.0, 0.0, -9.880952380952381, 0.0, 9.880952380952381, 9.880952380952381, 0.0, -9.880952380952381]"
11.000000,302.500000,"[0.0, -9.476190476190476, 0.0, -9.880952380952381, 0.0, 0.0, 0.0, 0.0, -9.880952380952381, 0.0, -3.178571428571429, 9.880952380952385, 0.0, 9.880952380952381, 9.880952380952381, 0.0, 9.880952380952385]"
11.000000,307.500000,"[0.0, -4.773809523809523, -7.464285714285714, 9.880952380952385, 0.0, -2.2619047619047623, 0.0, -8.238095238095239, 9.880952380952385, 0.0, -2.8571428571428577, 9.880952380952385, 0.0, -9.880952380952381, 9.880952380952385, -8.345238095238095, -9.880952380952381]"
11.000000,312.500000,"[0.0, 0.0, 9.714285714285715, -9.880952380952381, 0.0, -10.42857142857143, 0.0, -9.595238095238093, -9.880952380952381, 0.0, 0.0, 9.880952380952385, 0.0, -9.880952380952381, -9.880952380952381, -9.142857142857142, -9.880952380952381]"
11.000000,317.500000,"[0.0, -20.0, -20.0, -20.0, 0.0, -16.44047619047619, 0.0, -20.0, -20.0, -20.0, -20.0, -20.0, 0.0, -20.0, -20.0, -20.0, -20.0]"
11.000000,322.500000,"[0.0, -20.0, 18.5, 18.5, 0.0, -13.267857142857142, 0.0, -15.875, -20.0, 20.0, 20.0, 18.5, 0.0, 18.5, -15.875, 20.0, -20.0]"
11.000000,327.500000,"[-6.571428571428571, 20.0, 20.0, 20.0, 0.0, 15.55357142857143, 0.0, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 20.0, 20.0, 16.696428571428577, 20.0]"
11.000000,332.500000,"[-3.2500000000000004, 20.0, 18.5, 18.5, 0.0, 8.339285714285715, 0.0, -20.0, 9.880952380952385, 0.0, 0.0, 18.5, 0.0, 18.5, 20.0, 0.0, 18.5]"
11.000000,337.500000,"[0.0, 20.0, 20.0, -18.5, 0.0, 3.5238095238095246, 0.0, -20.0, 9.880952380952385, 0.0, 0.0, 20.0, 0.0, -18.5, -18.5, 0.0, 20.0]"
11.000000,342.500000,"[0.0, 20.0, 19.142857142857142, -18.5, 0.0, 0.0, -2.446428571428572, -19.0, -9.875, -8.166666666666666, 0.0, 19.517857142857142, 0.0, -18.5, 18.553571428571427, 0.0, -9.880952380952381]"
11.000000,347.500000,"[0.0, 3.1428571428571432, -9.880952380952381, 9.833333333333334, -5.7142857142857135, -9.071428571428571, -9.232142857142856, 19.410714285714285, 9.845238095238097, 0.0, 0.0, 9.880952380952385, 0.0, 18.5, 18.5, 0.0, 9.875000000000004]"
11.000000,352.500000,"[0.0, 0.0, -9.880952380952381, 9.261904761904761, 0.0, -9.833333333333334, -9.833333333333334, 11.42857142857143, -9.392857142857142, -1.5892857142857149, 0.0, 9.875000000000004, 0.0, 18.5, 18.5, 0.0, 9.833333333333334]"
11.000000,357.500000,"[0.0, -2.3214285714285716, 9.880952380952385, 4.1190476190476195, 0.0, -9.875, -9.875, -9.880952380952381, -5.142857142857142, 0.0, -5.7142857142857135, 9.839285714285715, 0.0, 9.880952380952385, -9.880952380952381, 0.0, 9.232142857142858]"
13.000000,2.500000,"[-7.869047619047619, 16.28571428571429, -20.0, 16.619047619047624, -10.511904761904761, 20.0, -20.0, -20.0, -16.69642857142857, -17.357142857142854, -20.0, 20.0, -18.46428571428571, 20.0, 20.0, 20.0, 19.535714285714285]"
13.000000,7.500000,"[-12.345238095238097, 19.58928571428571, 20.0, 3.6428571428571432, -15.928571428571429, -20.0, -20.0, -20.0, 0.0, -17.630952380952376, -19.17857142857143, 19.357142857142854, -17.142857142857142, 20.0, -20.0, -20.0, 16.000000000000004]"
13.000000,12.500000,"[-18.0, -20.0, 20.0, 0.0, -18.964285714285715, -20.0, 20.0, -20.0, 0.0, -18.166666666666664, -17.38095238095238, -15.369047619047617, -17.142857142857142, -20.0, -20.0, 20.0, -5.267857142857142]"
13.000000,17.500000,"[-18.053571428571427, 20.0, -19.607142857142854, -20.0, -18.57142857142857, -20.0, 20.0, 20.0, -20.0, -19.357142857142854, -17.142857142857142, 0.0, -16.25, -20.0, 20.0, 20.0, -18.5]"
13.000000,22.500000,"[-11.071428571428571, -20.0, -16.214285714285715, 0.0, -18.34523809523809, 20.0, 20.0, 20.0, -20.0, -17.749999999999996, -18.732142857142854, -20.0, -17.142857142857142, 20.0, 20.0, -20.0, -20.0]"
13.000000,27.500000,"[0.0, -20.0, 5.714285714285715, 0.0, -18.482142857142858, 20.0, -20.0, -20.0, 0.0, 17.66666666666667, -19.214285714285715, 20.0, -18.982142857142858, -20.0, 20.0, -20.0, 2.035714285714286]"
13.000000,32.500000,"[0.0, 20.0, 0.0, 16.071428571428577, -17.904761904761905, 20.0, 20.0, -20.0, -17.142857142857142, 17.142857142857146, -18.511904761904763, -1.5178571428571432, -16.928571428571423, -20.0, 20.0, -20.0, -8.071428571428571]"
13.000000,37.500000,"[-6.571428571428571, 20.0, 7.142857142857144, -19.482142857142858, -18.982142857142858, -20.0, -20.0, -20.0, -19.017857142857142, 15.773809523809524, -16.053571428571427, -11.607142857142858, -15.119047619047619, -20.0, -20.0, -20.0, -17.6547619047619]"
13.000000,42.500000,"[16.946428571428573, -20.0, 16.690476190476197, -20.0, -18.392857142857142, -20.0, -20.0, -20.0, -17.559523809523807, 17.559523809523814, -7.303571428571427, -18.357142857142854, 17.142857142857146, -20.0, -20.0, 20.0, -19.035714285714285]"
13.000000,47.500000,"[19.767857142857142, -20.0, 19.67857142857143, -20.0, -17.69047619047619, -20.0, -20.0, 20.0, -17.71428571428571, -18.732142857142854, 0.0, -19.07142857142857, 19.196428571428573, -20.0, -20.0, 20.0, -17.547619047619047]"
13.000000,52.500000,"[20.0, 20.0, 19.357142857142854, -19.57142857142857, -16.285714285714285, 20.0, 20.0, 20.0, -18.83928571428571, -15.714285714285714, 0.0, -17.428571428571427, 16.35714285714286, 20.0, 20.0, 20.0, -16.154761904761905]"
13.000000,57.500000,"[-20.0, 20.0, 15.654761904761903, -17.142857142857142, 0.0, -20.0, 20.0, 20.0, -19.214285714285715, -14.642857142857142, -14.619047619047619, -17.142857142857142, 14.857142857142856, -20.0, 20.0, -20.0, -16.9047619047619]"
13.000000,62.500000,"[20.0, -20.0, 10.511904761904763, -15.785714285714285, 0.0, 20.0, -20.0, 20.0, -18.89285714285714, -17.607142857142854, -18.333333333333332, -13.125, -17.142857142857142, -20.0, 20.0, -20.0, -19.017857142857142]"
13.000000,67.500000,"[20.0, 20.0, -12.25, -17.84523809523809, 0.0, 20.0, 20.0, -20.0, -19.214285714285715, -19.07142857142857, -18.07142857142857, -12.571428571428571, 16.392857142857146, -18.874999999999996, 20.0, -20.0, -18.66071428571428]"
13.000000,72.500000,"[20.0, -20.0, -17.624999999999996, -17.511904761904763, -8.726190476190476, 20.0, 20.0, -20.0, -18.857142857142854, 16.678571428571434, -18.857142857142854, -17.142857142857142, -8.285714285714285, -15.285714285714285, 20.0, -20.0, -18.75]"
13.000000,77.500000,"[-20.0, 20.0, 19.892857142857146, -15.095238095238097, -17.142857142857142, -20.0, 20.0, -20.0, -18.45238095238095, 15.714285714285714, -18.285714285714285, -18.125, -2.023809523809524, -13.51190476190476, -20.0, 20.0, -18.91071428571428]"
13.000000,82.500000,"[-20.0, 20.0, 19.91071428571429, -9.214285714285714, -19.857142857142858, -20.0, -20.0, 20.0, -16.11904761904762, 17.96428571428572, -18.89285714285714, -18.64285714285714, -12.309523809523812, -15.559523809523808, -20.0, -20.0, -18.66071428571428]"
13.000000,87.500000,"[-20.0, 20.0, -17.630952380952376, -7.547619047619048, -20.0, 20.0, 20.0, -20.0, -16.035714285714285, -17.428571428571427, 18.66071428571428, -18.69642857142857, -18.32142857142857, -16.66071428571428, -20.0, 20.0, -18.928571428571423]"
13.000000,92.500000,"[-20.0, 20.0, -12.285714285714286, -14.285714285714285, -20.0, -20.0, -20.0, 20.0, -18.476190476190474, -16.89285714285714, 17.142857142857146, -18.333333333333332, 20.0, -18.91071428571428, -19.107142857142854, -20.0, -18.857142857142854]"
13.000000,97.500000,"[-20.0, -20.0, -10.440476190476188, -18.11904761904762, 20.0, 20.0, -20.0, 20.0, -18.82142857142857, 18.83928571428571, 15.607142857142856, -18.678571428571423, 20.0, -19.142857142857142, -14.285714285714285, 20.0, -17.142857142857142]"
13.000000,102.500000,"[20.0, -20.0, 15.547619047619046, -18.0, 20.0, -20.0, -20.0, -20.0, -15.964285714285715, 19.553571428571427, 13.0, -18.767857142857142, 20.0, -16.25, 2.1428571428571432, -20.0, -15.297619047619046]"
13.000000,107.500000,"[20.0, -20.0, 17.90476190476191, -18.285714285714285, 20.0, 20.0, -20.0, -20.0, -10.630952380952381, -17.333333333333332, 15.339285714285712, -19.196428571428573, -20.0, -10.5, 0.0, 20.0, -16.46428571428571]"
13.000000,112.500000,"[-20.0, 20.0, -15.071428571428571, -18.511904761904763, -20.0, -20.0, 20.0, 20.0, -11.595238095238097, -15.785714285714285, -18.982142857142858, -19.214285714285715, -20.0, 0.0, 0.0, 20.0, -18.767857142857142]"
13.000000,117.500000,"[-20.0, -20.0, -14.285714285714285, -19.214285714285715, 20.0, 20.0, -20.0, -20.0, -15.714285714285714, 17.678571428571434, -20.0, -16.607142857142854, -20.0, -7.619047619047618, -8.410714285714285, -20.0, -18.32142857142857]"
13.000000,122.500000,"[-20.0, -20.0, -15.94047619047619, -19.464285714285715, 20.0, 20.0, 20.0, -20.0, -17.369047619047617, -19.767857142857142, 18.982142857142858, -15.392857142857142, -20.0, -16.64285714285714, -17.511904761904763, -18.89285714285714, -18.59523809523809]"
13.000000,127.500000,"[20.0, 20.0, -17.749999999999996, -19.107142857142854, 20.0, 18.05357142857143, 20.0, -20.0, -19.357142857142854, -20.0, 14.07142857142857, -17.142857142857142, 20.0, -19.357142857142854, -19.17857142857143, -13.017857142857142, -16.333333333333332]"
13.000000,132.500000,"[20.0, 20.0, -19.39285714285714, -18.732142857142854, 20.0, -10.595238095238097, 20.0, -20.0, -20.0, 18.309523809523814, 0.0, -18.6547619047619, 20.0, -19.214285714285715, -15.976190476190476, 0.0, -10.05952380952381]"
13.000000,137.500000,"[20.0, 18.03571428571429, -18.91071428571428, -15.714285714285714, -20.0, 0.0, -20.0, -20.0, -20.0, 13.089285714285715, 0.0, -19.696428571428573, 20.0, -19.517857142857142, -7.892857142857142, 20.0, -12.214285714285715]"
13.000000,142.500000,"[-20.0, 3.8035714285714293, -18.428571428571427, -15.428571428571427, -20.0, 20.0, 20.0, -20.0, -20.0, -9.142857142857142, -13.428571428571427, -18.523809523809522, -20.0, -19.464285714285715, 0.0, 0.0, -18.047619047619047]"
13.000000,147.500000,"[-20.0, 0.0, -19.464285714285715, -18.624999999999996, -20.0, 2.1250000000000004, 20.0, -18.11904761904762, -20.0, -13.428571428571427, 18.767857142857142, -16.0, -20.0, -17.535714285714285, -10.023809523809524, -1.6250000000000007, -20.0]"
13.000000,152.500000,"[20.0, 0.0, -20.0, -19.017857142857142, -20.0, 0.0, -20.0, -14.619047619047619, -20.0, -18.482142857142858, -20.0, -15.32142857142857, -20.0, -17.142857142857142, -17.142857142857142, -15.267857142857142, -20.0]"
13.000000,157.500000,"[20.0, 0.0, -18.71428571428571, -18.357142857142854, -20.0, -16.154761904761905, -20.0, -8.571428571428571, 20.0, -20.0, -20.0, -17.69047619047619, 20.0, -18.624999999999996, -18.874999999999996, 18.83928571428571, -20.0]"
13.000000,162.500000,"[20.0, -1.7380952380952386, -18.023809523809522, 17.142857142857146, -20.0, 19.517857142857142, -20.0, 0.0, 20.0, 20.0, 20.0, 20.0, -20.0, -18.82142857142857, -19.785714285714285, 16.65476190476191, -20.0]"
13.000000,167.500000,"[-20.0, -6.178571428571428, 18.214285714285722, 17.404761904761912, 20.0, -20.0, -20.0, 0.0, -20.0, 19.857142857142858, -20.0, 20.0, -20.0, -18.57142857142857, -19.767857142857142, -14.660714285714285, -20.0]"
13.000000,172.500000,"[20.0, 17.8452380952381, 14.857142857142856, 19.357142857142854, 20.0, 18.250000000000007, 20.0, 0.0, 20.0, 17.482142857142865, -20.0, 20.0, 20.0, -18.059523809523807, -18.82142857142857, -17.46428571428571, 20.0]"
13.000000,177.500000,"[20.0, -20.0, -13.0, 20.0, 20.0, 12.738095238095239, 20.0, 0.0, 20.0, -12.42857142857143, -20.0, 20.0, -20.0, -18.89285714285714, -19.125, 19.75, 19.714285714285715]"
13.000000,182.500000,"[-20.0, -19.214285714285715, -16.91071428571428, 20.0, -20.0, -7.916666666666666, -20.0, -15.428571428571427, 20.0, -11.571428571428573, 20.0, 19.410714285714285, 20.0, -16.46428571428571, -18.71428571428571, -20.0, 16.916666666666668]"
13.000000,187.500000,"[-20.0, -17.738095238095234, -19.053571428571427, 19.44642857142857, -20.0, -12.369047619047619, -20.0, -18.511904761904763, 20.0, 16.51785714285715, 20.0, 14.607142857142854, 20.0, 0.0, -17.142857142857142, -20.0, 5.511904761904764]"
13.000000,192.500000,"[-20.0, -18.285714285714285, 17.428571428571434, -15.273809523809524, -20.0, -18.08928571428571, -20.0, -19.357142857142854, -20.0, -19.58928571428571, 20.0, 0.0, 20.0, 0.0, -18.0, -18.482142857142854, -2.160714285714286]"
13.000000,197.500000,"[20.0, -19.035714285714285, 17.750000000000004, 0.0, 20.0, 20.0, 18.178571428571434, -18.732142857142854, -20.0, 20.0, -20.0, -20.0, 20.0, -20.0, -18.46428571428571, 16.28571428571429, -20.0]"
13.000000,202.500000,"[20.0, -18.45238095238095, 19.535714285714285, -20.0, -20.0, 20.0, 11.142857142857144, -17.666666666666664, 20.0, 20.0, -20.0, 20.0, -20.0, -20.0, -15.678571428571427, 17.142857142857146, 0.0]"
13.000000,207.500000,"[-20.0, -19.214285714285715, 20.0, 20.0, 20.0, 19.5, 0.0, -17.45238095238095, -20.0, -20.0, 20.0, 1.7142857142857146, 20.0, 0.0, -5.559523809523809, -18.476190476190474, 10.285714285714288]"
13.000000,212.500000,"[20.0, -17.142857142857142, 20.0, 0.0, -20.0, -16.940476190476186, 0.0, -18.607142857142854, -20.0, 19.857142857142858, 20.0, 10.761904761904765, 20.0, 13.999999999999998, 0.0, -17.904761904761905, -18.0]"
13.000000,217.500000,"[-20.0, -14.982142857142858, -19.82142857142857, -11.142857142857142, -20.0, -15.083333333333332, -6.595238095238095, -19.696428571428573, -20.0, -17.33928571428571, 20.0, -18.32142857142857, -20.0, -19.107142857142854, -6.702380952380952, -19.08928571428571, -20.0]"
13.000000,222.500000,"[-20.0, -16.416666666666664, -18.19047619047619, -18.416666666666664, 20.0, -16.374999999999996, -16.94642857142857, -20.0, 20.0, -9.142857142857142, 20.0, -20.0, -20.0, -20.0, -15.738095238095239, -20.0, -20.0]"
13.000000,227.500000,"[-20.0, -19.160714285714285, -17.142857142857142, -20.0, 20.0, -17.857142857142854, -18.92857142857143, -19.535714285714285, -20.0, 0.0, -20.0, -20.0, 19.839285714285715, -20.0, -17.64285714285714, -18.404761904761905, 20.0]"
13.000000,232.500000,"[-20.0, -20.0, 16.40476190476191, 20.0, 20.0, -19.464285714285715, -15.892857142857142, -18.285714285714285, 20.0, 5.297619047619048, -20.0, 20.0, 17.142857142857146, 20.0, -17.142857142857142, -13.928571428571429, 20.0]"
13.000000,237.500000,"[-20.0, -19.357142857142854, 16.5952380952381, 20.0, 20.0, -20.0, -12.44642857142857, -14.696428571428573, 20.0, -15.976190476190476, -20.0, 20.0, -8.214285714285714, 20.0, -16.535714285714285, -13.660714285714285, -20.0]"
13.000000,242.500000,"[-19.17857142857143, -18.785714285714285, 14.82142857142857, -20.0, -20.0, -18.946428571428573, -15.523809523809524, -8.035714285714285, -20.0, -19.535714285714285, -20.0, 20.0, 0.0, 20.0, -15.678571428571427, -17.511904761904763, 20.0]"
13.000000,247.500000,"[-13.57142857142857, -18.57142857142857, -14.285714285714285, -20.0, 20.0, -17.738095238095234, -19.428571428571427, -10.125, 20.0, 20.0, -20.0, -20.0, 0.0, 20.0, -17.142857142857142, -19.357142857142854, 20.0]"
